City_ID,City,Lat,Lng,Max Temp,Humidity,Pressure,Cloudiness,Wind Speed,Country,Date
220,san patricio,28.017,-97.5169,84.83,90.0,1017.0,74.0,14.65,US,1718945325.0
221,kargil,34.5667,76.1,49.84,47.0,1010.0,98.0,9.06,IN,1718945326.0
222,patacamaya,-17.2333,-67.9167,43.83,55.0,1021.0,93.0,7.87,BO,1718945328.0
223,turbat,26.0023,63.044,108.75,8.0,997.0,0.0,24.11,PK,1718945329.0
224,salinopolis,-0.6136,-47.3561,79.63,82.0,1010.0,57.0,10.87,BR,1718945330.0
225,palmer,42.1584,-72.3287,74.07,78.0,1024.0,100.0,3.44,US,1718945331.0
226,ca mau,9.1769,105.15,84.81,74.0,1006.0,100.0,9.69,VN,1718945332.0
227,praia da vitoria,38.7333,-27.0667,63.75,94.0,1028.0,0.0,4.23,PT,1718945333.0
228,vila velha,-20.3297,-40.2925,73.35,88.0,1019.0,75.0,2.3,BR,1718945149.0
229,urangan,-25.3,152.9,67.19,78.0,1018.0,59.0,10.96,AU,1718945335.0
230,ulanhot,46.0833,122.0833,71.42,66.0,1001.0,100.0,10.18,CN,1718945337.0
231,hassi messaoud,31.6804,6.0729,84.06,28.0,1009.0,0.0,11.5,DZ,1718945338.0
232,windermere,54.3809,-2.9071,55.72,93.0,1013.0,8.0,2.62,GB,1718945339.0
233,salahonda,2.1019,-78.7217,77.86,89.0,1011.0,100.0,8.23,CO,1718945340.0
234,douglas,41.3,-96.167,77.88,88.0,1021.0,0.0,6.91,US,1718945341.0
235,geraldton,-28.7667,114.6,70.21,37.0,1019.0,46.0,17.27,AU,1718945342.0
236,al abyar,32.19,20.5965,74.8,72.0,1013.0,0.0,9.4,LY,1718945343.0
237,lido di jesolo,45.5069,12.6469,77.22,94.0,1014.0,11.0,4.18,IT,1718945344.0
238,luganville,-15.5333,167.1667,77.7,88.0,1012.0,100.0,13.33,VU,1718945346.0
239,le port,-20.9373,55.2919,73.36,66.0,1025.0,9.0,7.07,RE,1718945347.0
240,yuzhno-kurilsk,44.0306,145.8556,53.71,99.0,1006.0,100.0,5.06,RU,1718945348.0
241,vernon,50.2581,-119.2691,69.33,42.0,1016.0,9.0,1.14,CA,1718945349.0
242,keetmanshoop,-26.5833,18.1333,54.52,22.0,1021.0,1.0,4.61,,1718945350.0
243,glace bay,46.1969,-59.957,69.58,74.0,1015.0,15.0,3.0,CA,1718945351.0
244,faya-largeau,17.9257,19.1043,88.99,10.0,1009.0,50.0,12.48,TD,1718945352.0
245,saudarkrokur,65.7461,-19.6394,41.25,95.0,1002.0,100.0,8.14,IS,1718945353.0
246,margaret river,-33.95,115.0667,64.85,57.0,1018.0,79.0,22.91,AU,1718945354.0
247,saint-pierre,-21.3393,55.4781,71.28,56.0,1023.0,20.0,10.36,RE,1718945356.0
248,khandyga,62.6667,135.6,77.16,38.0,1012.0,100.0,4.74,RU,1718945357.0
249,hithadhoo,-0.6,73.0833,82.85,76.0,1012.0,99.0,7.23,MV,1718945358.0
250,harper,4.375,-7.7169,77.2,85.0,1013.0,100.0,8.34,LR,1718945359.0
251,zakamensk,50.3741,103.2863,53.44,59.0,1010.0,100.0,12.73,RU,1718945360.0
252,sao joao da barra,-21.6403,-41.0511,70.97,88.0,1019.0,1.0,4.21,BR,1718945361.0
253,kualakapuas,-3.0091,114.3876,89.87,47.0,1008.0,1.0,5.03,ID,1718945362.0
